movielens_id,movie_name,genre
6177,Murphy's Law (1986),Action
6178,"Patch of Blue, A (1965)",Drama|Romance
6179,"Prayer for the Dying, A (1987)",Action|Drama
6180,Q & A (1990),Crime|Drama
6181,"Red Badge of Courage, The (1951)",Drama|War
6182,"Thrill of It All, The (1963)",Comedy
6183,Pillow Talk (1959),Comedy|Musical|Romance
6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi
6185,Dark Blue (2003),Action|Crime|Drama|Thriller
6186,Gods and Generals (2003),Action|Drama|War
6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller
6188,Old School (2003),Comedy
6189,Dischord (2001),Drama|Thriller
6190,"Lawless Heart, The (2003)",Comedy|Drama
6191,"Navigators, The (2001)",Comedy|Drama
6192,Open Hearts (Elsker dig for evigt) (2002),Romance
6193,Poolhall Junkies (2002),Comedy|Drama|Thriller
6196,Cradle 2 the Grave (2003),Action|Crime|Drama|Thriller
6197,Spider (2002),Drama|Mystery
6198,American Heart (1992),Crime|Drama
6200,Insignificance (1985),Comedy|Drama
6201,Lady Jane (1986),Drama|Romance
6202,Late Marriage (Hatuna Meuheret) (2001),Comedy|Drama|Romance
6203,Life Stinks (1991),Comedy
6204,"Meteor Man, The (1993)",Comedy
6205,Mr. North (1988),Comedy|Drama
6206,Seize the Day (1986),Drama
6207,"Slaughter Rule, The (2002)",Drama
6210,Volcano High (Whasango) (2001),Action|Comedy
6211,Ten (2002),Drama
6212,Bringing Down the House (2003),Comedy
6213,Tears of the Sun (2003),Action|Drama|Thriller
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller
6215,Laurel Canyon (2002),Drama
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama
6217,"Safety of Objects, The (2001)",Drama
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance
6219,"Hunted, The (2003)",Action|Drama|Thriller
6220,Willard (2003),Drama|Horror|Thriller
6222,Prozac Nation (2001),Drama
6223,Spun (2001),Comedy|Crime|Drama
6225,King of Kings (1961),Drama
6226,"Lost Honor of Katharina Blum, The (Verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann, Die) (1975)",Drama
6227,Loving You (1957),Drama|Musical
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller
6229,Two-Lane Blacktop (1971),Drama
6230,Bang the Drum Slowly (1973),Drama
6231,"Benny Goodman Story, The (1955)",Drama|Musical
6232,Born Free (1966),Adventure|Children|Drama
6233,Born Yesterday (1993),Comedy|Romance
6234,Equus (1977),Drama|Mystery
6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War
6236,Fear Strikes Out (1957),Drama
6237,"Glenn Miller Story, The (1953)",Drama
6238,Green Card (1990),Comedy|Drama|Romance
6239,Journey to the Center of the Earth (1959),Adventure|Children|Sci-Fi
6240,One Good Cop (1991),Action|Crime|Drama
6241,Pauline at the Beach (Pauline à la Plage) (1983),Comedy|Drama|Romance
6242,Ringu (Ring) (1998),Horror|Mystery|Thriller
6243,Ringu 2 (Ring 2) (1999),Horror|Mystery
6244,Salaam Bombay! (1988),Drama
6245,Sweet Charity (1969),Comedy|Drama|Musical|Romance
6247,Women in Love (1969),Drama|Romance
6248,Japon (a.k.a. Japan) (Japón) (2002),Drama
6249,Boat Trip (2003),Comedy
6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller
6251,Piglet's Big Movie (2003),Animation|Children
6252,"View from the Top, A (2003)",Comedy|Romance
6254,"Awful Truth, The (1937)",Comedy|Romance
6255,"Bible, The (a.k.a. Bible... In the Beginning, The) (1966)",Drama
6256,"House with Laughing Windows, The (Casa dalle finestre che ridono, La) (1976)",Horror|Mystery|Thriller
6257,I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967),Documentary|Drama
6258,"Dames du Bois de Boulogne, Les (Ladies of the Bois de Boulogne, The) (Ladies of the Park) (1945)",Drama|Romance
6259,My Friend Flicka (1943),Children|Western
6260,"Robe, The (1953)",Drama
6261,Wind (1992),Action|Romance
6262,Unknown Pleasures (Ren xiao yao) (2002),Comedy|Drama
6263,Basic (2003),Drama|Thriller|War
6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller
6265,Head of State (2003),Comedy
6266,What a Girl Wants (2003),Comedy|Drama|Romance
6268,Raising Victor Vargas (2002),Comedy|Drama|Romance
6270,Akira Kurosawa's Dreams (Dreams) (1990),Drama|Fantasy
6271,Day for Night (La Nuit Américaine) (1973),Comedy|Drama|Romance
6272,Eye of God (1997),Drama
6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance
6274,Physical Evidence (1989),Crime|Thriller
6275,Square Dance (1987),Drama|Romance
6277,Winter Kills (1979),Drama
6279,"Good Thief, The (2002)",Crime|Drama
6280,"Man Apart, A (2003)",Action|Crime|Drama|Thriller
6281,Phone Booth (2002),Drama|Thriller
6282,Cet amour-là (2001),Drama|Romance
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
6285,Levity (2003),Drama
6286,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy|Crime|Drama
6287,Anger Management (2003),Comedy
6288,Better Luck Tomorrow (2002),Crime|Drama
6289,Ghosts of the Abyss (2003),Documentary|IMAX
6290,House of 1000 Corpses (2003),Horror
6291,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama
6293,XX/XY (2002),Drama|Romance
6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi
6295,Chasing Papi (a.k.a. Papi Chulo) (2003),Comedy
6296,"Mighty Wind, A (2003)",Comedy|Musical
6297,Holes (2003),Adventure|Children|Comedy|Mystery
6298,Malibu's Most Wanted (2003),Comedy|Crime
6299,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary
6300,Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime
6301,Straw Dogs (1971),Drama|Thriller
6302,Beginning of the End (1957),Sci-Fi
6303,"Andromeda Strain, The (1971)",Mystery|Sci-Fi
6305,Fahrenheit 451 (1966),Drama|Sci-Fi
6306,I Am Trying to Break Your Heart (2002),Documentary
6308,Legal Eagles (1986),Comedy|Crime|Romance
6310,Memories of Me (1988),Comedy|Drama
6311,"Other Side of Heaven, The (2001)",Adventure|Drama
6312,"Private Function, A (1984)",Comedy
6313,Sibling Rivalry (1990),Comedy
6314,Undercover Blues (1993),Comedy|Crime
6315,Wildcats (1986),Comedy
6316,"Wiz, The (1978)",Adventure|Children|Comedy|Fantasy|Musical
6317,Cartouche (1962),Action|Adventure|Comedy|Drama
6318,"Marrying Man, The (Too Hot to Handle) (1991)",Comedy|Romance
6320,Scenes from a Mall (1991),Comedy
6322,Confidence (2003),Crime|Thriller
6323,Identity (2003),Crime|Horror|Mystery|Thriller
6324,It Runs in the Family (2003),Comedy|Drama
6325,"Real Cancun, The (2003)",Documentary
6326,City of Ghosts (2002),Crime|Drama|Thriller
6328,House of Fools (2002),Drama|Romance|War
6329,Manic (2001),Drama
6330,People I Know (2002),Crime|Drama
6331,Spellbound (2002),Documentary
6332,"Lizzie McGuire Movie, The (2003)",Children|Comedy|Romance
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
6334,Blue Car (2002),Drama
6335,"Dancer Upstairs, The (2002)",Crime|Drama|Thriller
6336,Marooned in Iraq (Gomgashtei dar Aragh) (2002),Drama
6337,Owning Mahowny (2003),Crime|Drama|Thriller
6338,Daddy Day Care (2003),Children|Comedy
6339,"Man on the Train (Homme du train, L') (2002)",Comedy|Drama
6342,"Trip, The (2002)",Comedy|Drama|Romance
6343,Washington Heights (2002),Drama|Romance
6344,101 Reykjavik (101 Reykjavík) (2000),Comedy|Drama|Romance
6345,"Chorus Line, A (1985)",Comedy|Drama|Musical
6346,Absolute Beginners (1986),Musical
6347,Beat Street (1984),Drama|Musical
6348,Breakin' 2: Electric Boogaloo (1984),Musical
6349,Breakin' (1984),Drama|Musical
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
6351,Hysterical Blindness (2002),Drama
6354,"Carpetbaggers, The (1964)",Drama
6355,"Girls, Les (1957)",Musical
6356,Gunfight at the O.K. Corral (1957),Western
6357,High Society (1956),Comedy|Musical|Romance
6358,Kiss Me Kate (1953),Comedy|Musical|Romance
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6367,Down with Love (2003),Comedy|Romance
6369,Friends and Family (2001),Comedy
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
6374,"In-Laws, The (2003)",Comedy
6376,Respiro (2002),Comedy|Drama
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
6378,"Italian Job, The (2003)",Action|Crime
6379,Wrong Turn (2003),Horror|Thriller
6380,Capturing the Friedmans (2003),Documentary
6381,"Three Marias, The (Três Marias, As) (2002)",Drama
6382,Together (Han ni Zai Yiki) (2002),Drama
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
6385,Whale Rider (2002),Drama
6386,Nevada Smith (1966),Western
6387,Once a Thief (Zong heng si hai) (1991),Action|Comedy|Crime|Thriller
6390,Silk Stockings (1957),Musical
6392,"Man Called Horse, A (1970)",Adventure|Drama|Western
6393,For Sale (À Vendre) (1998),Drama
6394,Big Jake (1971),Western
6395,"Crazies, The (a.k.a. Code Name: Trixie) (1973)",Action|Drama|Horror|Sci-Fi|Thriller
6397,"Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux) (1937)",Comedy
6398,Le Mans (1971),Action|Adventure
6401,Rio Lobo (1970),Adventure|Romance|War|Western
6403,"Swimmer, The (1968)",Drama
6404,"White Sheik, The (Sceicco bianco, Lo) (1952)",Comedy|Romance
6405,Treasure Island (1950),Adventure|Children
6406,Two Evil Eyes (1990),Horror
6407,"Walk, Don't Run (1966)",Comedy|Romance
6408,Animals are Beautiful People (1974),Comedy|Documentary
6409,Bend of the River (1952),Western
6410,Car Wash (1976),Comedy
6411,Come September (1961),Comedy
6412,Destry Rides Again (1939),Comedy|Western
6413,"Electric Horseman, The (1979)",Comedy|Western
6414,Gay Purr-ee (1962),Animation|Children|Musical
6415,Intervista (1987),Comedy|Drama
6416,King Rat (1965),Drama|War
6417,Live Wire (1992),Action
6420,Night Passage (1957),Western
6421,"Rare Breed, The (1966)",Action|Drama|Romance|Western
6422,Shenandoah (1965),Drama|War|Western
6423,Straight Talk (1992),Comedy
6424,Oscar (1991),Comedy|Crime|Mystery|Romance
6425,"6th Man, The (Sixth Man, The) (1997)",Comedy
6426,"Far Country, The (1954)",Western
6427,"Railway Children, The (1970)",Children|Drama
6428,Two Mules for Sister Sara (1970),Comedy|War|Western
6429,Winchester '73 (1950),Western
6430,Ziggy Stardust and the Spiders from Mars (1973),Documentary|Musical
6431,Battle Cry (1955),Drama|War
6432,"Courtship of Eddie's Father, The (1963)",Comedy
6434,"Objective, Burma! (1945)",War
6435,Operation Pacific (1951),Drama|War
6436,This Boy's Life (1993),Drama
6437,13 Rue Madeleine (1947),Thriller|War
6438,633 Squadron (1964),Drama|War
6439,Attack! (1956),Drama|War
6440,Barton Fink (1991),Drama|Thriller
6441,Battle of Britain (1969),War
6442,Belle époque (1992),Comedy|Romance
6443,"Big Trail, The (1930)",Adventure|Romance|Western
6445,Cloak and Dagger (1946),Drama|Romance
6446,"Comancheros, The (1961)",Action|Adventure|Drama|Romance
6447,Duel at Diablo (1966),War
6448,"Flight of the Phoenix, The (1965)",Action|Adventure|Drama
6449,From the Terrace (1960),Drama
6450,"Heaven Knows, Mr. Allison (1957)",Drama|War
6451,"Hot Rock, The (1972)",Comedy|Crime
6452,"Long, Hot Summer, The (1958)",Drama
6453,Man of Aran (1934),Documentary
6454,Music Box (1989),Drama
6455,North to Alaska (1960),Comedy|Western
6456,This Man Must Die (Que la bête meure) (1969),Crime|Drama|Thriller
6457,Sink the Bismark! (1960),Action|Drama|War
6458,"Blue Max, The (1966)",Adventure|Drama|War
6459,"Desert Fox, The (1951)",Drama|War
6460,"Trial, The (Procès, Le) (1962)",Drama
6461,"Unforgiven, The (1960)",Drama|Western
6462,"Undefeated, The (1969)",Western
6464,Good Burger (1997),Children|Comedy
6465,Jubilee (1977),Drama
6466,Mississippi Masala (1991),Drama|Romance
6467,Quai des Orfèvres (Jenny Lamour) (1947),Crime|Drama
6468,"Stranger Among Us, A (1992)",Crime|Drama|Romance
6469,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973),Western
6470,Chisum (1970),Western
6471,Defense of the Realm (1986),Thriller
6472,Eat a Bowl of Tea (1989),Romance
6473,Half Moon Street (1986),Drama|Thriller
6475,Opportunity Knocks (1990),Comedy
6476,Shattered (1991),Mystery|Thriller
6477,"Song of Bernadette, The (1943)",Drama
6478,"Life and Times of Judge Roy Bean, The (1972)",Comedy|Western
6479,"Spirit of '76, The (1990)",Comedy|Sci-Fi
6480,Thoroughly Modern Millie (1967),Comedy|Musical
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy
6484,Hollywood Homicide (2003),Action|Crime|Drama
6485,Rugrats Go Wild! (2003),Adventure|Animation|Children|Comedy
6486,"Hard Word, The (2002)",Comedy|Crime|Drama|Thriller
6487,"Heart of Me, The (2002)",Drama|Romance
6488,Jet Lag (Décalage horaire) (2002),Comedy|Romance
6490,Manito (2002),Drama
6492,Tycoon (Oligarkh) (2002),Crime|Drama
6493,Alex and Emma (2003),Comedy|Drama|Romance
6494,On_Line (a.k.a. On Line) (2002),Drama
6495,Experiment in Terror (1962),Crime|Thriller
6496,Ecstasy (Éxtasis) (1996),Drama
6497,Is Paris Burning? (Paris brûle-t-il?) (1966),Drama|War
6498,Murphy's War (1971),War
6500,"Satanic Rites of Dracula, The (1974)",Horror
6502,28 Days Later (2002),Action|Horror|Sci-Fi
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
6504,Gasoline (Benzina) (2001),Crime
6506,Fulltime Killer (Chuen jik sat sau) (2001),Action|Thriller
6509,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),Drama|Romance
6511,Jesus (1979),Drama
6512,"Long Ships, The (1963)",Adventure
6515,You Only Live Once (1937),Crime|Film-Noir
6516,Anastasia (1956),Drama
6517,"Babe, The (1992)",Drama
6518,Flight of the Intruder (1991),Action|War
6519,Fun with Dick and Jane (1977),Comedy
6520,Knights of the Round Table (1953),Adventure|Drama
6521,"Main Event, The (1979)",Comedy
6522,Man's Favorite Sport? (1964),Comedy
6523,Mr. Baseball (1992),Comedy|Romance
6524,Never on Sunday (Pote tin Kyriaki) (1960),Comedy|Drama
6525,Nuts (1987),Drama
6526,Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991),Drama
6527,Scaramouche (1952),Adventure|Romance
6528,Start the Revolution Without Me (1970),Comedy
6530,"Tenant, The (Locataire, Le) (1976)",Drama|Horror|Mystery|Thriller
6531,"Hour of the Pig, The (1993)",Crime|Drama|Mystery
6532,Up the Sandbox (1972),Comedy
6533,"What's Up, Doc? (1972)",Comedy
6534,Hulk (2003),Action|Adventure|Sci-Fi
6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6538,Swimming Pool (2003),Drama|Mystery|Thriller
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
6540,Madame Satã (2002),Drama
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
6542,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War
6544,"Housekeeper, The (femme de ménage, Une) (2002)",Comedy|Drama|Romance
6545,I Capture the Castle (2003),Drama|Romance
6546,Km. 0 - Kilometer Zero (Kilómetro cero) (2000),Comedy|Drama
6547,Northfork (2003),Drama|Fantasy
6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller
6549,How to Deal (2003),Comedy|Drama|Romance
6550,Johnny English (2003),Action|Comedy|Thriller
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller
6553,"Embalmer, The (Imbalsamatore, L') (2002)",Drama
6554,Garage Days (2002),Comedy|Musical
6555,On the Run (2002),Crime|Drama|Thriller
6556,"Sea Is Watching, The (Umi wa miteita) (2002)",Romance
6558,Curly Sue (1991),Comedy|Drama
6559,Little Giants (1994),Children|Comedy
6560,Loose Cannons (1990),Action|Comedy
6561,"Mouse That Roared, The (1959)",Comedy|War
6562,Spencer's Mountain (1963),Comedy|Drama
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
6565,Seabiscuit (2003),Drama
6566,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children
6567,Buffalo Soldiers (2001),Comedy|Crime|Drama|War
6568,Camp (2003),Comedy|Musical
6570,"Lucía, Lucía (Hija del caníbal, La) (2003)",Comedy|Drama
6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama
6572,Scorched (2003),Comedy|Crime
6573,Avanti! (1972),Comedy|Drama
6575,Gator (1976),Action|Drama
6576,Juggernaut (1974),Action|Thriller
6577,Kickboxer 2: The Road Back (1991),Action|Drama
6578,"Kiss Me, Stupid (1964)",Comedy
6579,"One, Two, Three (1961)",Comedy
6580,Possible Loves (Amores Possíveis) (2000),Comedy|Romance
6581,"Private Life of Sherlock Holmes, The (1970)",Comedy|Drama|Mystery
6582,Remo Williams: The Adventure Begins (1985),Action|Comedy|Crime|Thriller
6583,"Blood of Heroes, The (Salute of the Jugger, The) (1989)",Action|Sci-Fi
6584,"What's Up, Tiger Lily? (1966)",Adventure|Comedy|Crime|Thriller
6585,White Lightning (1973),Action|Crime|Drama
6586,American Wedding (American Pie 3) (2003),Comedy
6587,Gigli (2003),Comedy|Crime|Romance
6588,And Now... Ladies and Gentlemen... (2002),Romance|Thriller
6591,"Magdalene Sisters, The (2002)",Drama
6592,"Secret Lives of Dentists, The (2002)",Drama
6593,Freaky Friday (2003),Children|Comedy|Fantasy
6595,S.W.A.T. (2003),Action|Thriller
6597,"Princess Blade, The (Shura Yukihime) (2001)",Action|Sci-Fi
6598,Step Into Liquid (2002),Documentary
6599,Accattone (1961),Drama
6601,Big Trouble (1986),Comedy
6602,Brain Damage (1988),Comedy|Horror
6603,"Double Life, A (1947)",Crime|Drama|Film-Noir
6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Comedy
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Drama
6610,"Honeymoon Killers, The (1970)",Crime|Thriller
6611,Umberto D. (1952),Drama
6612,Brother's Keeper (1992),Documentary
6613,"Day of the Dolphin, The (1973)",Drama
6614,I Love You to Death (1990),Comedy|Crime
6615,Freddy vs. Jason (2003),Action|Horror|Thriller
6616,Grind (2003),Action|Comedy
6617,Open Range (2003),Western
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
6619,Uptown Girls (2003),Comedy
6620,American Splendor (2003),Comedy|Drama
6622,Carnages (a.k.a. Carnage) (2002),Drama
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy
6625,Camp Nowhere (1994),Adventure|Children|Comedy
6628,Hot Dog... The Movie (1984),Comedy
6629,House of Wax (1953),Crime|Horror|Mystery|Thriller
6630,"Inn of the Sixth Happiness, The (1958)",Adventure|Drama
6631,Man's Best Friend (1993),Horror|Sci-Fi|Thriller
6632,Of Unknown Origin (1983),Horror
6633,Prince of Jutland (a.k.a. Royal Deceit) (1994),Drama
6634,Rowing with the Wind (Remando al viento) (1988),Drama|Romance
6636,"Sure Thing, The (1985)",Comedy|Romance
6637,Thrashin' (1986),Action|Drama
6638,Valley Girl (1983),Comedy|Romance
6639,Wait Until Dark (1967),Drama|Thriller
6641,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000),Drama
6642,Showdown in Little Tokyo (1991),Action|Crime
6643,Tokyo Story (Tôkyô monogatari) (1953),Drama
6644,"Green Ray, The (Rayon vert, Le) (1986)",Drama|Romance
6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi
6646,Valley of the Dolls (1967),Drama
6648,Chunhyang (2000),Drama|Musical|Romance
6649,Tunes of Glory (1960),Drama
6650,Kind Hearts and Coronets (1949),Comedy|Drama
6651,Ash Wednesday (2002),Crime|Drama
6652,Joe Kidd (1972),Western
6654,Atragon (Kaitei Gunkan) (1963),Adventure|Sci-Fi
6655,"Mysterians, The (Chikyu Boeigun) (1957)",Sci-Fi
6657,"Beast from 20,000 Fathoms, The (1953)",Sci-Fi
6658,10 (1979),Comedy|Romance
6659,Tremors (1990),Comedy|Horror|Sci-Fi
6660,"Red Shoes, The (1948)",Drama|Fantasy|Musical|Romance
6662,"Pink Panther, The (1963)",Comedy|Crime
6663,"Pink Panther Strikes Again, The (1976)",Comedy|Crime
6664,Commando (1985),Action|Adventure
6665,Dracula (1979),Horror|Romance
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy
6668,"Road Home, The (Wo de fu qin mu qin) (1999)",Drama|Romance
6669,Ikiru (1952),Drama
6671,"Angel at My Table, An (1990)",Drama
6672,War Photographer (2001),Documentary|War
6673,"Ay, Carmela! (¡Ay, Carmela!) (1990)",Drama|War
6675,Far (2001),Drama
6677,Predictions of Fire (Prerokbe Ognja) (1996),Documentary
6678,"Handmaid's Tale, The (1990)",Drama|Sci-Fi
6679,Revolution OS (2001),Documentary
6681,All the Little Animals (1998),Drama|Thriller
6682,Earth (1998),Drama|War
6683,Fire (1996),Drama
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance
6685,Marci X (2003),Comedy|Musical
6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy
6687,My Boss's Daughter (2003),Comedy|Romance
6688,Autumn Spring (Babí léto) (2001),Comedy|Drama
6689,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance
6690,Don't Tempt Me (Sin noticias de Dios) (2001),Comedy|Fantasy|Mystery
6693,Venus Boyz (2001),Documentary
6694,Suddenly (Tan de Repente) (2002),Comedy|Drama
6695,Jeepers Creepers 2 (2003),Horror|Thriller
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance
6697,Civil Brand (2002),Drama
6699,Once Upon a Time in the Midlands (2002),Drama
6700,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",Comedy|Drama|Musical|Romance
6702,Dickie Roberts: Former Child Star (2003),Comedy
6703,"Order, The (2003)",Horror|Mystery|Thriller
6706,Taking Sides (2001),Drama
6707,Cabin Fever (2002),Horror|Thriller
6708,Matchstick Men (2003),Comedy|Crime|Drama
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller
6710,Dummy (2002),Comedy|Drama|Romance
6711,Lost in Translation (2003),Comedy|Drama|Romance
6712,Luster (2002),Comedy|Drama|Romance
6713,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance
6714,So Close (Chik Yeung Tin Sai) (2002),Action|Comedy|Romance|Thriller
6715,Children of the Night (1991),Horror
6716,Daisy Miller (1974),Drama
6717,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),Comedy|Drama
6718,Gotcha! (1985),Comedy
6720,Kuffs (1992),Action|Comedy|Crime
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action
6724,Paper Moon (1973),Comedy|Crime|Drama
6725,Sgt. Pepper's Lonely Hearts Club Band (1978),Adventure|Musical
6727,Targets (1968),Crime|Thriller
6728,"Ugly American, The (1963)",Drama
6729,"Bostonians, The (1984)",Drama|Romance
6730,Convoy (1978),Action|Comedy|Drama
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance
6733,I'm Going Home (Je rentre à la maison) (2001),Comedy|Drama
6734,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller
6735,"Rose, The (1979)",Drama
6738,Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini) (1953),Drama
6739,At War with the Army (1950),Comedy|Musical|Romance
6741,God told Me To (1976),Crime|Horror|Mystery|Sci-Fi|Thriller
6742,"I, Madman (1989)",Horror
6743,Jungle Book (1942),Adventure|Fantasy
6744,Once Bitten (1985),Comedy|Horror
6746,Squirm (1976),Horror|Romance
6747,"Adventures of Huckleberry Finn, The (1960)",Adventure|Children
6748,"Brood, The (1979)",Horror
6749,"Prince and the Pauper, The (1937)",Adventure|Drama
6750,Anything Else (2003),Comedy|Drama|Romance
6751,Cold Creek Manor (2003),Drama|Thriller
6752,"Fighting Temptations, The (2003)",Drama
6753,Secondhand Lions (2003),Children|Comedy|Drama
6754,Underworld (2003),Action|Fantasy|Horror
6755,Bubba Ho-tep (2002),Comedy|Horror
6756,Casa de los babys (2003),Drama
6757,Demonlover (2002),Crime|Drama|Mystery|Thriller
6759,Close Your Eyes (Hypnotic) (Doctor Sleep) (2002),Crime|Thriller
6760,In This World (2002),Adventure|Drama
6762,Yossi & Jagger (2002),Drama|Romance
6763,Duplex (2003),Comedy|Crime
6764,"Rundown, The (2003)",Action|Adventure|Comedy
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance
6767,Kart Racer (2003),Drama
6768,Luther (2003),Drama
6769,Mambo Italiano (2003),Comedy
6770,My Life Without Me (2003),Drama|Romance
6771,Dorm Daze (National Lampoon Presents Dorm Daze) (2003),Comedy
6772,To Be and to Have (Être et avoir) (2002),Documentary
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller
6777,Judgment at Nuremberg (1961),Drama
6778,Journey of Hope (Reise der Hoffnung) (1990),Drama
6779,"Same Time, Next Year (1978)",Comedy|Drama|Romance
6780,"Brief History of Time, A (1991)",Documentary
6781,"Jacob the Liar (Jakob, der Lügner) (1975)",Drama
6783,"Rules of the Game, The (La règle du jeu) (1939)",Comedy|Drama
6784,"Song Remains the Same, The (1976)",Documentary|Musical
6785,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western
6786,Kiss of the Spider Woman (1985),Drama
6787,All the President's Men (1976),Drama|Thriller
6788,Angie (1994),Comedy|Drama|Romance
6789,"Apartment, The (Appartement, L') (1996)",Drama|Mystery|Romance
6790,Avalon (2001),Drama|Fantasy|Sci-Fi
6791,Babette's Feast (Babettes gæstebud) (1987),Drama
6792,"Barber of Siberia, The (Sibirskij tsiryulnik) (1998)",Drama|Romance
6793,Beethoven (1992),Children|Comedy|Drama
6794,Beethoven's 2nd (1993),Children|Comedy
6795,Black Moon Rising (1986),Action|Crime|Sci-Fi|Thriller
6796,Boyz N the Hood (1991),Crime|Drama
6797,Bugsy (1991),Crime|Drama
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical
6799,By the Sword (1991),Drama
6800,Cobra (1986),Action|Crime
6801,"Common Wealth (Comunidad, La) (2000)",Comedy|Thriller
6802,Consenting Adults (1992),Thriller
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller
6804,Crimewave (1985),Comedy|Crime
6805,Crying Freeman (1995),Action|Crime|Thriller
6806,Time and Tide (Seunlau Ngaklau) (2000),Action|Crime|Thriller
